ID,Address,Latitude,Longitude,Points for Mapping,Status,Applicant Submit Date,Issue Date,Business Name,DBA,Permit Type,Permit for Existing Business,Serving/Catering,HACCP Plan,Allergen Awareness Certification Expiration,Anti-Choking Expiration,Food Protection Expiration,Frozen Mix Pasteurized,Frozen Mix Purchased,Frozen Mix Purchased At,Manufacturing Ice Cream,Serving Tobacco,Serving Soft Serve,Serving Milk,Bacteria Testing Lab,Retail Area Size,Number of Seats,Recycling Contractor,Recycling (Containers),Recycling (Cardboard),Recycling (Food Scraps),Recycling (Oil),Recycling (Other),Recycling (Paper),Rubbish Removal Company,Pick Up,Saturday Pick Up,Dumpster Responsibility,Dumpster License Application,Dumpster Count,Grease Removal Company,Extermination Company,Sunday Hours,Monday Hours,Tuesday Hours,Wednesday Hours,Thursday Hours,Friday Hours,Saturday Hours
29606,"142 Memorial Dr,  Cambridge, MA 02142",42.3592,-71.0882,POINT (-71.088195 42.359155),Complete,12/31/19,1/4/20,Massachusetts Institute of Technology,Muddy Charles Pub,Alcohol,,,No,12/18/21,12/17/20,12/18/21,,,,,,,,,,80,Casella Waste Systems,Yes,Yes,Yes,Yes,Newport Biodiesel,Yes,Casella Waste Systems,,,No,No,,Newport Biodiesel,EHS Pest Services,Closed,2:00 pm to 11:00 pm,2:00 pm to 11:00 pm,2:00 pm to 11:00 pm,2:00 pm to 11:00 pm,12:00 pm to 11:00 pm,Closed
17641,"70-R Rindge Ave,  Cambridge, MA 02140",42.3918,-71.1284,POINT (-71.128374 42.391828),Complete,7/18/18,7/23/18,Gately Youth Center,Gately Youth Center,Non Alcohol,Yes,,No,7/18/18,7/18/18,7/18/18,,,,,,,TRUE,,,0,DPW,Yes,Yes,No,No,,Yes,DPW,,,No,No,,DPW,Bain,,8:30 AM - 9:00 PM,8:30 AM - 9:00 PM,8:30 AM - 9:00 PM,8:30 AM - 9:00 PM,8:30 AM - 9:00 PM,
16729,"403 Memorial Dr,  Cambridge, MA 02139",42.3562,-71.097,POINT (-71.097037 42.356244),Complete,5/6/19,5/10/19,delta kappa epsilon,delta kappa epsilon,Non Alcohol,,,No,6/13/23,6/23/20,6/13/23,,,,,,,TRUE,,,0,mit,No,Yes,Yes,No,na,Yes,cerlla,,,Yes,No,,a&kwaste,orkin,off,10:00 am-7:30 pm,10:00am-7:30 pm,10:00am-7:30pm,10:00am 7:30 pm,10:00am-7:30pm,10:00am-3:00pm
16565,"459 Broadway,  Cambridge, MA 02138",42.3743,-71.1116,POINT (-71.111559 42.374344),Complete,6/26/19,6/27/19,Cambridge Rindge & Latin High School,Cambridge Rindge & Latin High School ,Non Alcohol,,TRUE,No,1/25/22,1/25/22,1/25/22,,,,,,,TRUE,,,200,City,Yes,Yes,Yes,No,n/a,Yes,City,,,Yes,No,,n/a,Bain Pest Control,Closed,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,Closed
27355,"90 Sherman St,  Cambridge, MA 02140",42.3885,-71.1324,POINT (-71.132385 42.388499),Complete,11/21/18,12/28/18,Gran Gusto,Gran Gusto,Alcohol,Yes,,No,9/30/22,9/30/20,9/24/23,,,,,,,TRUE,,,86,Republic Services,Yes,Yes,Yes,Yes,Republic Services,Yes,Republic Services,,,Yes,No,,Republic Services,Terminix,4:30 Pm - 10Pm,12PM - 10PM,12Pm-10PM,12Pm-10PM,12Pm-10PM,12Pm-11PM,12Pm-11PM
63110,"425 Cambridge St,  Cambridge, MA 02141",42.3716,-71.0832,POINT (-71.083222 42.371552),Complete,12/30/19,12/31/19,Ethos business partner,Le's Sushi Bar and Restaurant,Alcohol,Yes,TRUE,No,6/8/21,5/30/21,5/30/21,,,,,,FALSE,TRUE,,,48,"barker commodities, waste management",Yes,Yes,No,Yes,no,Yes,waste management,,,Yes,No,,Baker Commodities,orkin pest control,7:00 am 1:00 am,7:00 am 1:00 am,7:00 am 1:00 am,7:00 am 1:00 am,7:00 am 1:00 am,7:00 am 1:00 am,7:00 am 1:00 am
16586,"70 Rindge Ave,  Cambridge, MA 02140",42.3924,-71.128,POINT (-71.128002 42.392358),Complete,6/26/19,7/10/19,Peabody School,Peabody School ,Non Alcohol,,,No,11/11/20,11/11/20,11/11/20,,,,,,,TRUE,,,150,City,Yes,Yes,Yes,No,n/a,Yes,City,,,Yes,No,,n/a,Bain Pest Control,Closed,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,Closed
17049,"1 Canal Pk,  Cambridge, MA 02141",42.3694,-71.077,POINT (-71.07703 42.369358),Complete,7/2/18,7/17/18,Ctown LLC,Haute Coffee,Non Alcohol,Yes,FALSE,No,2/4/21,6/5/19,2/4/21,,,,,,,TRUE,,,42,Casella,Yes,Yes,No,No,,Yes,Casella,,,Yes,No,,Drains by James,Battle Line Pest Control,Closed,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,8:00 AM - 2:00 PM
22851,"260 Walden St,  Cambridge, MA 02138",42.386,-71.1312,POINT (-71.13123 42.386006),Complete,10/4/18,10/25/18,Paddy's Lunch inc,Paddys,Alcohol,Yes,,No,10/4/18,10/4/18,10/4/18,,,,,,,TRUE,,,60,city of cambridge,Yes,No,No,No,na,Yes,na,,,No,No,,na,All Clear Pest control,11a-1AM,8am-1am,8AM- 1AM,8AM-1AM,8AM-2AM,8AM-2AM,8AM-2AM
43626,"54 Jfk St,  Cambridge, MA 02138",42.3719,-71.1205,POINT (-71.120528 42.371932),Complete,6/3/20,6/4/20,Boston Tea Stop LLC,Boston Tea Stop,Non Alcohol,,,No,4/10/22,4/24/22,7/16/24,,,,,,,TRUE,,,14,Save That Stuff/ Landlord Provided,Yes,Yes,Yes,No,"STS for compost, landlord provides the rest",Yes,Landlord provided,,,No,No,,Drain Doctor,Landlord provided,12:00PM -11:30PM,12:00PM -11:30PM,12:00PM -11:30PM,12:00PM -11:30PM,12:00PM -11:30PM,12:00PM -11:30PM,12:00PM -11:30PM
27591,"1220 Cambridge St, Unit 1220, Cambridge, MA 02139",42.3732,-71.0978,POINT (-71.097773 42.373249),Complete,11/26/18,12/17/18,Guangzhou Restaurant,Guangzhou Restaurant,Alcohol,Yes,FALSE,Yes,12/6/18,12/6/18,2/14/22,,,,FALSE,FALSE,FALSE,FALSE,,890,16,lifecycle renwable,Yes,No,No,Yes,n/a,No,Lifecycle renwable,,,Yes,No,,Llifecycle renwable,Terminix,4:30pm-10:00pm,11:30am-10:00pm,11:30am_10:00pm,11:30am_10:00pm,11:30am_10:00pm,11:30am-10:00pm,Noon-10:00pm
28482,"228 Broadway,  Cambridge, MA 02139",42.3664,-71.0943,POINT (-71.094295 42.366422),Complete,10/11/19,11/7/19,Mulan Taiwanese Restaurant,Huamulan Inc.,Alcohol,,,No,11/5/20,10/31/20,9/1/20,,,,,,,,,,100,N/A,No,No,No,Yes,NO,No,Waste Management Co.,,TRUE,No,Yes,1,Service Pumping & Drain Co. Inc.,Waltham Pests Control,10AM-10PM,10AM - 10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM
16348,"31 Everett St,  Cambridge, MA 02138",42.3802,-71.1173,POINT (-71.117257 42.380201),Complete,6/13/18,6/29/18,Compass Group,Bon Appetit at Lesley University,Non Alcohol,Yes,,No,6/20/19,2/20/20,3/28/19,,,,,,,TRUE,,,80,casella,Yes,Yes,Yes,Yes,na,Yes,casella,,,Yes,No,,life cycle renewables,casella,3-10pm,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-10:00 pm,3pm-10pm
24149,"90 Broadway,  Cambridge, MA 02142",42.3637,-71.0871,POINT (-71.087144 42.363661),Complete,9/3/19,10/3/19,Dogma Restaurant Group,Meadhall,Alcohol,,,No,3/23/23,9/22/21,11/22/20,,,,,,,TRUE,,,207,Boston Properties & Newport Biodiesel,Yes,Yes,Yes,Yes,All empty containers,Yes,Boston Properties,,,Yes,No,,Newport Biodiesel,Pestex,3:00pm-1:00am,11:30am-1:00am,11:30am-1:00am,11:30am-1:00am,11:30am-1:00am,11:30am-1:00am,11:30am-1:00am
20818,"5 Craigie Cir,  Cambridge, MA 02138",42.3792,-71.1271,POINT (-71.127052 42.379212),Complete,11/1/19,11/15/19,0912 LLC,Forage,Alcohol,,,No,9/11/23,10/18/18,3/12/23,Yes,No,none,FALSE,,,TRUE,none,,48,Republic,Yes,Yes,No,Yes,none,Yes,Republic,,,Yes,Yes,1,Lifecycle Renewable,Boris Pest,5pm-9pm,5:30pm-10pm,5:30pm-10pm,5:30pm-10pm,5:30pm-10pm,5:30pm-10pm,5:30pm-10pm
23646,"136 Irving St,  Cambridge, MA 02138",42.3807,-71.11,POINT (-71.109998 42.380731),Complete,10/16/18,10/18/18,"Norton's Woods, Inc.",American Academy of Arts and Sciences,Alcohol,Yes,TRUE,No,10/14/19,3/3/20,10/14/19,,,,,,,TRUE,,,160,Republic Services,Yes,Yes,No,Yes,no,Yes,Republic Services,,,Yes,Yes,1,Edge Plumbing,NWS Pest Control,catering,catering,catering,catering,catering,catering,catering
16581,"100 Cambridgeside Pl,  Cambridge, MA 02141",42.3691,-71.0771,POINT (-71.077148 42.369146),Complete,5/31/19,9/17/19,GF Enterprise LLC,Taco Bell,Non Alcohol,,,No,3/30/21,4/27/20,12/17/23,,,,,,,TRUE,,1400,0,done by management company,Yes,Yes,Yes,Yes,none,Yes,Done by the Mall Vendor,,,Yes,No,,Done by The Mall Vendor,Done by the Mall Vendor,12 PM to 7 PM,10 AM to 9 PM,10 AM to 9 PM,10 AM to 9 PM,10 AM to 9 PM,10 AM to 9 PM,10 AM to 9 PM
46605,"100 Cambridgeside Pl,  Cambridge, MA 02141",42.3691,-71.0771,POINT (-71.077148 42.369146),Complete,4/1/19,5/13/19,SJ Burlington Food Inc.,Sarku Japan,Non Alcohol,Yes,,No,6/22/20,5/6/19,4/3/24,,,,,,,,,,0,c/o Cambridgeside Mall Management,Yes,Yes,Yes,Yes,No,Yes,Brask Mall Services,,,Yes,No,,Cambridgeside Partners Ltd.,Cambridgeside Partners LTD & Ecolab,12:00 PM - 7:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM
43707,"359 Broadway,  Cambridge, MA 02139",42.3706,-71.1039,POINT (-71.103869 42.370617),Complete,4/2/19,4/2/19,Department of Human Services- Preschool ,King Open Preschool,Non Alcohol,Yes,,No,8/30/19,8/30/19,8/30/19,,,,,,,TRUE,,,17,City of Cambridge,Yes,Yes,Yes,Yes,We do not serve oil,Yes,City of Cambridge,,,Yes,No,,City of Cambridge,City of Cambridge,closed,6-Aug,6-Aug,6-Aug,6-Aug,6-Aug,closed
24917,"610 Main St,  Cambridge, MA 02139",42.3629,-71.094,POINT (-71.094014 42.36289),Complete,10/29/18,10/30/18,"Sweetcream Foods, Inc.",Cafe Luna,Alcohol,Yes,TRUE,No,10/20/22,10/26/20,7/11/23,,,,,,,TRUE,,,86,Waste Management; Republic Services,Yes,Yes,Yes,Yes,None,Yes,Waste Management,,,Yes,No,,"Grease Trappers, Inc.",EcoSystems Pest Control,9:00 am - 5:00 pm,7:00 am - 8:00 pm,7:00 am - 8:00 pm,7:00 am - 8:00 pm,7:00 am - 8:00 pm,7:00 am - 8:00 pm,9:00 am - 5:00 pm
